ticket_id,symbol,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,risk_pts,reward_pts,rr_realized,realized_pnl,is_win,exit_reason,holding_bars,mae_pts,mfe_pts,session_window,htf_bias,sweep_side,sweep_penetration_pips,displacement_ratio,fvg_size_atr,dealing_range_coordinate,planned_rr,atr_14,laya_authorized,laya_regime,laya_grade,laya_probability
117986,XAUUSD,2020-11-18 10:26:00+00:00,2020-11-18 10:29:00+00:00,LONG,1893.12,1896.99,1887.87,1902.66,0.46,4.93,9.86,0.78,177.79,1,WATERMARK_LOCK,3,0.0,6.44,LONDON_OPEN,BULLISH,SELL_SIDE,4.9,6.63,1.7,0.439,2.0,0.92,1,TRENDING_ORDERFLOW,2,0.89
118153,XAUUSD,2020-11-18 13:13:00+00:00,2020-11-18 13:14:00+00:00,SHORT,1888.62,1882.53,1892.16,1882.53,0.46,3.21,6.42,1.9,280.21,1,TP_HIT,1,0.0,6.68,NY_AM,BEARISH,BUY_SIDE,18.5,6.25,1.27,0.698,2.0,1.12,1,NORMAL_EXPANSION,2,0.838
121057,XAUUSD,2020-11-20 13:37:00+00:00,2020-11-20 13:38:00+00:00,LONG,1878.56,1879.66,1877.53,1879.66,1.2,0.71,1.42,1.54,131.8,1,TP_HIT,1,0.0,1.25,NY_AM,BULLISH,SELL_SIDE,0.3,3.31,3.2,0.257,2.0,0.48,1,TRENDING_ORDERFLOW,3,0.952
126477,XAUUSD,2020-11-24 07:57:00+00:00,2020-11-24 08:00:00+00:00,SHORT,1838.22,1838.02,1840.48,1834.66,1.2,1.94,3.88,0.1,24.0,1,SL_HIT,3,1.35,3.2,LONDON_OPEN,BEARISH,BUY_SIDE,0.1,4.35,1.15,0.66,2.0,0.81,1,TRENDING_ORDERFLOW,3,0.921
126832,XAUUSD,2020-11-24 13:52:00+00:00,2020-11-24 13:54:00+00:00,LONG,1824.98,1825.59,1822.46,1829.04,1.2,2.19,4.39,0.28,73.8,1,WATERMARK_LOCK,2,0.0,3.65,NY_AM,BULLISH,SELL_SIDE,4.9,2.89,1.08,0.333,2.0,1.35,1,TRENDING_ORDERFLOW,3,0.862
127888,XAUUSD,2020-11-25 07:28:00+00:00,2020-11-25 07:29:00+00:00,LONG,1823.48,1822.21,1822.21,1825.03,0.92,0.94,1.88,-1.35,-116.55,0,SL_HIT,1,1.45,0.93,LONDON_OPEN,BULLISH,SELL_SIDE,2.6,2.31,3.13,0.406,2.0,0.55,1,TRENDING_ORDERFLOW,2,0.887
130879,XAUUSD,2020-11-27 09:19:00+00:00,2020-11-27 09:21:00+00:00,LONG,1826.48,1823.59,1823.59,1831.27,1.2,2.56,5.12,-1.13,-346.2,0,SL_HIT,2,3.45,0.68,LONDON_OPEN,BULLISH,SELL_SIDE,0.2,3.91,0.94,0.35,2.0,1.13,1,TRENDING_ORDERFLOW,3,0.905
132626,XAUUSD,2020-11-28 14:26:00+00:00,2020-11-28 14:28:00+00:00,LONG,1800.86,1801.06,1798.34,1804.95,0.4,2.2,4.41,0.09,8.0,1,SL_HIT,2,2.33,2.79,NY_AM,BULLISH,SELL_SIDE,0.2,2.29,0.4,0.391,2.0,1.36,1,TRENDING_ORDERFLOW,3,0.831
133683,XAUUSD,2020-11-29 08:03:00+00:00,2020-11-29 08:04:00+00:00,LONG,1799.28,1801.11,1797.87,1801.11,0.46,1.08,2.16,1.7,84.48,1,TP_HIT,1,0.34,2.21,LONDON_OPEN,BULLISH,SELL_SIDE,5.8,4.68,1.58,0.416,2.0,0.27,1,TRENDING_ORDERFLOW,2,0.882
136959,XAUUSD,2020-12-01 15:39:00+00:00,2020-12-01 15:40:00+00:00,SHORT,1832.48,1829.92,1834.24,1829.92,0.6,1.44,2.88,1.77,153.4,1,TP_HIT,1,0.0,4.08,NY_AM,BEARISH,BUY_SIDE,4.9,2.64,0.51,0.8,2.0,1.67,1,TRENDING_ORDERFLOW,3,0.892
141153,XAUUSD,2020-12-04 13:33:00+00:00,2020-12-04 13:34:00+00:00,SHORT,1850.7,1847.8,1852.65,1847.8,1.2,1.62,3.23,1.8,348.93,1,TP_HIT,1,0.0,5.07,NY_AM,BEARISH,BUY_SIDE,3.4,3.07,1.64,0.735,2.0,1.11,1,TRENDING_ORDERFLOW,3,0.913
141175,XAUUSD,2020-12-04 13:55:00+00:00,2020-12-04 13:56:00+00:00,LONG,1848.56,1849.01,1847.86,1849.01,1.2,0.38,0.77,1.15,53.24,1,TP_HIT,1,0.0,0.62,NY_AM,BULLISH,SELL_SIDE,10.8,4.56,4.87,0.275,2.0,0.16,1,TRENDING_ORDERFLOW,3,0.928
144036,XAUUSD,2020-12-06 13:36:00+00:00,2020-12-06 13:47:00+00:00,SHORT,1845.56,1844.22,1847.68,1842.31,0.8,1.79,3.58,0.75,107.6,1,WATERMARK_LOCK,11,0.0,2.51,NY_AM,BEARISH,BUY_SIDE,8.8,2.03,2.15,0.632,2.0,0.94,1,TRENDING_ORDERFLOW,3,0.823
145447,XAUUSD,2020-12-07 13:07:00+00:00,2020-12-07 13:10:00+00:00,SHORT,1840.02,1839.82,1842.89,1835.27,0.92,2.54,5.08,0.08,18.4,1,SL_HIT,3,0.21,1.03,NY_AM,BEARISH,BUY_SIDE,0.4,1.59,1.31,0.55,2.0,0.85,1,NORMAL_EXPANSION,2,0.808
148127,XAUUSD,2020-12-09 09:47:00+00:00,2020-12-09 09:48:00+00:00,LONG,1870.0,1870.69,1869.17,1870.69,1.2,0.51,1.01,1.36,82.7,1,TP_HIT,1,0.0,1.49,LONDON_OPEN,BULLISH,SELL_SIDE,7.3,2.83,1.5,0.11,2.0,0.65,1,TRENDING_ORDERFLOW,3,0.93
149513,XAUUSD,2020-12-10 08:53:00+00:00,2020-12-10 09:04:00+00:00,LONG,1852.46,1852.67,1850.48,1855.46,0.92,1.66,3.32,0.12,18.4,1,SL_HIT,11,1.23,2.04,LONDON_OPEN,BULLISH,SELL_SIDE,4.8,2.67,4.23,0.434,2.0,0.27,1,TRENDING_ORDERFLOW,2,0.871
151200,XAUUSD,2020-12-11 13:00:00+00:00,2020-12-11 13:02:00+00:00,LONG,1847.38,1849.0,1845.24,1850.71,1.2,1.82,3.65,0.89,193.8,1,WATERMARK_LOCK,2,0.0,2.62,NY_AM,BULLISH,SELL_SIDE,1.6,2.73,2.82,0.281,2.0,1.5,1,TRENDING_ORDERFLOW,3,0.933
151314,XAUUSD,2020-12-11 14:54:00+00:00,2020-12-11 14:57:00+00:00,LONG,1848.98,1850.01,1847.97,1850.01,1.72,0.68,1.36,1.52,177.16,1,TP_HIT,3,0.0,1.69,NY_AM,BULLISH,SELL_SIDE,1.9,1.89,1.67,0.418,2.0,0.45,1,TRENDING_ORDERFLOW,2,0.835
153856,XAUUSD,2020-12-13 09:16:00+00:00,2020-12-13 09:17:00+00:00,LONG,1849.4,1850.7,1848.27,1850.7,1.72,0.81,1.62,1.6,221.88,1,TP_HIT,1,0.0,2.38,LONDON_OPEN,BULLISH,SELL_SIDE,12.9,6.02,0.82,0.214,2.0,0.45,1,TRENDING_ORDERFLOW,2,0.9
154115,XAUUSD,2020-12-13 13:35:00+00:00,2020-12-13 13:42:00+00:00,LONG,1847.94,1849.22,1844.88,1853.11,1.72,2.74,5.49,0.46,219.3,1,WATERMARK_LOCK,7,0.0,3.02,NY_AM,BULLISH,SELL_SIDE,4.1,4.05,3.13,0.44,2.0,0.82,1,TRENDING_ORDERFLOW,2,0.905
156714,XAUUSD,2020-12-15 08:54:00+00:00,2020-12-15 08:55:00+00:00,LONG,1854.92,1857.95,1852.91,1857.95,2.25,1.68,3.36,1.81,683.29,1,TP_HIT,1,0.0,4.38,LONDON_OPEN,BULLISH,SELL_SIDE,0.3,3.52,1.8,0.252,2.0,0.67,1,TRENDING_ORDERFLOW,3,0.939
159556,XAUUSD,2020-12-17 08:16:00+00:00,2020-12-17 08:17:00+00:00,LONG,1879.76,1882.07,1878.12,1882.07,2.25,1.32,2.63,1.75,519.73,1,TP_HIT,1,0.0,2.88,LONDON_OPEN,BULLISH,SELL_SIDE,6.0,1.7,0.33,0.166,2.0,1.52,1,TRENDING_ORDERFLOW,3,0.871
162428,XAUUSD,2020-12-19 08:08:00+00:00,2020-12-19 08:10:00+00:00,LONG,1893.68,1895.93,1892.06,1895.93,2.25,1.29,2.58,1.75,508.4,1,TP_HIT,2,0.0,2.72,LONDON_OPEN,BULLISH,SELL_SIDE,4.0,2.98,1.32,0.263,2.0,0.95,1,TRENDING_ORDERFLOW,3,0.902
162781,XAUUSD,2020-12-19 14:01:00+00:00,2020-12-19 14:02:00+00:00,LONG,1893.08,1893.0,1890.96,1896.33,4.5,1.79,3.58,-0.04,-33.75,0,WATERMARK_LOCK,1,0.08,2.53,NY_AM,BULLISH,SELL_SIDE,7.9,6.28,3.75,0.375,2.0,0.46,1,TRENDING_ORDERFLOW,3,0.922
162904,XAUUSD,2020-12-19 16:04:00+00:00,2020-12-19 16:06:00+00:00,SHORT,1894.36,1894.16,1896.14,1891.76,3.0,1.46,2.92,0.14,60.0,1,SL_HIT,2,1.57,2.51,NY_AM,BEARISH,BUY_SIDE,5.5,1.95,1.07,0.702,2.0,1.19,1,TRENDING_ORDERFLOW,3,0.846
166659,XAUUSD,2020-12-22 10:30:00+00:00,2020-12-22 10:33:00+00:00,SHORT,1884.24,1884.04,1886.64,1880.42,4.5,2.07,4.15,0.1,90.0,1,SL_HIT,3,1.59,1.45,LONDON_OPEN,BEARISH,BUY_SIDE,1.9,2.14,3.14,0.63,2.0,0.83,1,TRENDING_ORDERFLOW,3,0.9
166818,XAUUSD,2020-12-22 13:09:00+00:00,2020-12-22 13:10:00+00:00,LONG,1888.4,1889.64,1887.3,1889.64,4.5,0.78,1.56,1.58,557.74,1,TP_HIT,1,0.0,1.42,NY_AM,BULLISH,SELL_SIDE,1.5,1.62,0.53,0.262,2.0,1.08,1,TRENDING_ORDERFLOW,3,0.866
177031,XAUUSD,2020-12-29 16:22:00+00:00,2020-12-29 16:27:00+00:00,LONG,1916.21,1916.68,1913.78,1920.08,4.5,2.1,4.2,0.23,213.75,1,WATERMARK_LOCK,5,0.21,1.74,NY_AM,BULLISH,SELL_SIDE,1.2,4.61,2.96,0.391,2.0,0.68,1,TRENDING_ORDERFLOW,3,0.939
182347,XAUUSD,2021-01-02 08:58:00+00:00,2021-01-02 08:59:00+00:00,SHORT,1946.3,1942.31,1950.11,1939.67,3.45,3.48,6.96,1.15,1378.28,1,WATERMARK_LOCK,1,0.0,5.6,LONDON_OPEN,BEARISH,BUY_SIDE,0.1,6.83,1.44,0.596,2.0,0.73,1,TRENDING_ORDERFLOW,2,0.92
182590,XAUUSD,2021-01-02 13:01:00+00:00,2021-01-02 13:02:00+00:00,SHORT,1962.02,1953.63,1966.71,1953.63,3.45,4.36,8.72,1.93,2896.74,1,TP_HIT,1,0.0,18.02,NY_AM,BEARISH,BUY_SIDE,22.4,3.81,0.46,0.832,2.0,4.74,1,NORMAL_EXPANSION,2,0.805
184086,XAUUSD,2021-01-03 13:57:00+00:00,2021-01-03 13:58:00+00:00,LONG,1955.8,1958.55,1953.94,1958.55,7.5,1.54,3.07,1.79,2062.12,1,TP_HIT,1,0.0,3.09,NY_AM,BULLISH,SELL_SIDE,0.7,4.19,0.85,0.151,2.0,1.71,1,TRENDING_ORDERFLOW,3,0.952
188040,XAUUSD,2021-01-06 07:51:00+00:00,2021-01-06 07:52:00+00:00,LONG,2001.76,2002.92,2000.7,2002.92,7.5,0.74,1.48,1.56,869.25,1,TP_HIT,1,0.0,8.74,LONDON_OPEN,BULLISH,SELL_SIDE,1.8,4.36,0.67,0.045,2.0,2.08,1,TRENDING_ORDERFLOW,3,0.965
189917,XAUUSD,2021-01-07 15:08:00+00:00,2021-01-07 15:09:00+00:00,SHORT,1973.12,1955.7,1982.31,1955.7,5.75,8.87,17.74,1.96,10011.69,1,TP_HIT,1,0.0,36.57,NY_AM,BEARISH,BUY_SIDE,18.3,6.18,0.95,0.825,2.0,4.92,1,NORMAL_EXPANSION,2,0.885
190995,XAUUSD,2021-01-08 09:06:00+00:00,2021-01-08 09:07:00+00:00,SHORT,1921.84,1920.47,1923.02,1920.47,12.0,0.85,1.7,1.62,1652.83,1,TP_HIT,1,0.0,7.32,LONDON_OPEN,BEARISH,BUY_SIDE,4.9,3.17,0.76,0.94,2.0,2.41,1,TRENDING_ORDERFLOW,3,0.943
191322,XAUUSD,2021-01-08 14:33:00+00:00,2021-01-08 14:34:00+00:00,SHORT,1921.66,1920.42,1922.77,1920.42,12.0,0.78,1.57,1.59,1490.66,1,TP_HIT,1,0.0,5.73,NY_AM,BEARISH,BUY_SIDE,2.8,5.35,0.18,0.904,2.0,1.09,1,TRENDING_ORDERFLOW,3,0.956
192386,XAUUSD,2021-01-09 08:17:00+00:00,2021-01-09 08:20:00+00:00,SHORT,1883.98,1883.78,1885.04,1882.85,9.2,0.73,1.46,0.27,184.0,1,SL_HIT,3,0.59,1.47,LONDON_OPEN,BEARISH,BUY_SIDE,0.1,2.84,2.58,0.527,2.0,0.27,1,NORMAL_EXPANSION,2,0.88
192484,XAUUSD,2021-01-09 09:55:00+00:00,2021-01-09 10:01:00+00:00,SHORT,1887.28,1885.36,1889.9,1883.04,12.0,2.29,4.57,0.84,2310.0,1,WATERMARK_LOCK,6,0.0,3.75,LONDON_OPEN,BEARISH,BUY_SIDE,0.1,2.89,1.44,0.686,2.0,0.98,1,TRENDING_ORDERFLOW,3,0.908
193758,XAUUSD,2021-01-10 07:09:00+00:00,2021-01-10 07:10:00+00:00,LONG,1874.72,1876.42,1873.39,1876.42,12.0,1.01,2.02,1.68,2036.74,1,TP_HIT,1,0.0,7.77,LONDON_OPEN,BULLISH,SELL_SIDE,5.8,6.44,0.62,0.12,2.0,0.67,1,TRENDING_ORDERFLOW,3,0.949
196763,XAUUSD,2021-01-12 09:14:00+00:00,2021-01-12 09:15:00+00:00,SHORT,1860.98,1859.87,1862.02,1859.87,12.0,0.72,1.43,1.55,1329.86,1,TP_HIT,1,0.0,9.26,LONDON_OPEN,BEARISH,BUY_SIDE,2.8,3.69,0.72,0.943,2.0,1.91,1,TRENDING_ORDERFLOW,3,0.955
197131,XAUUSD,2021-01-12 15:22:00+00:00,2021-01-12 15:23:00+00:00,LONG,1856.9,1857.44,1856.15,1857.44,12.0,0.43,0.86,1.25,644.74,1,TP_HIT,1,0.0,7.25,NY_AM,BULLISH,SELL_SIDE,10.0,2.97,0.34,0.013,2.0,2.27,1,TRENDING_ORDERFLOW,3,0.925
199714,XAUUSD,2021-01-14 10:25:00+00:00,2021-01-14 10:28:00+00:00,LONG,1864.1,1866.0,1862.39,1866.53,12.0,1.38,2.76,1.38,2286.0,1,WATERMARK_LOCK,3,0.0,2.39,LONDON_OPEN,BULLISH,SELL_SIDE,0.1,2.27,0.15,0.281,2.0,1.33,1,TRENDING_ORDERFLOW,3,0.874
204254,XAUUSD,2021-01-17 14:05:00+00:00,2021-01-17 14:08:00+00:00,SHORT,1847.52,1846.87,1848.34,1846.87,8.0,0.49,0.98,1.34,523.89,1,TP_HIT,3,0.0,1.42,NY_AM,BEARISH,BUY_SIDE,2.9,2.22,0.6,0.627,2.0,0.33,1,TRENDING_ORDERFLOW,3,0.822
205786,XAUUSD,2021-01-18 15:37:00+00:00,2021-01-18 15:38:00+00:00,SHORT,1852.08,1849.72,1853.74,1849.72,12.0,1.34,2.68,1.76,2821.03,1,TP_HIT,1,0.0,6.07,NY_AM,BEARISH,BUY_SIDE,7.9,5.9,0.31,0.865,2.0,1.25,1,TRENDING_ORDERFLOW,3,0.935
212500,XAUUSD,2021-01-23 07:31:00+00:00,2021-01-23 07:32:00+00:00,LONG,1864.0,1867.76,1861.64,1867.76,12.0,2.04,4.08,1.84,4504.03,1,TP_HIT,1,0.0,3.99,LONDON_OPEN,BULLISH,SELL_SIDE,0.4,3.83,0.43,0.302,2.0,1.13,1,TRENDING_ORDERFLOW,3,0.906
214045,XAUUSD,2021-01-24 09:16:00+00:00,2021-01-24 09:19:00+00:00,LONG,1863.78,1866.95,1861.72,1866.95,8.0,1.74,3.49,1.81,2528.8,1,TP_HIT,3,1.98,3.16,LONDON_OPEN,BULLISH,SELL_SIDE,3.8,3.1,0.39,0.354,2.0,0.62,1,TRENDING_ORDERFLOW,3,0.844
215415,XAUUSD,2021-01-25 08:06:00+00:00,2021-01-25 08:07:00+00:00,SHORT,1858.52,1860.12,1860.12,1856.28,9.2,1.28,2.56,-1.25,-1474.76,0,SL_HIT,1,1.77,0.0,LONDON_OPEN,BEARISH,BUY_SIDE,0.1,2.21,0.15,0.576,2.0,0.72,1,TRENDING_ORDERFLOW,2,0.802
215461,XAUUSD,2021-01-25 08:52:00+00:00,2021-01-25 08:55:00+00:00,LONG,1855.8,1856.32,1854.44,1857.55,12.0,1.04,2.07,0.5,618.0,1,WATERMARK_LOCK,3,0.0,1.68,LONDON_OPEN,BULLISH,SELL_SIDE,0.4,5.21,1.26,0.287,2.0,0.38,1,TRENDING_ORDERFLOW,3,0.943
218406,XAUUSD,2021-01-27 09:57:00+00:00,2021-01-27 10:09:00+00:00,SHORT,1849.62,1850.32,1851.63,1846.56,9.2,1.69,3.38,-0.42,-648.6,0,STAGNATION_SCRATCH,12,1.31,0.0,LONDON_OPEN,BEARISH,BUY_SIDE,1.0,2.33,1.33,0.542,2.0,0.8,1,NORMAL_EXPANSION,2,0.824
218427,XAUUSD,2021-01-27 10:18:00+00:00,2021-01-27 10:21:00+00:00,SHORT,1850.68,1848.97,1852.03,1848.97,12.0,1.02,2.04,1.68,2055.09,1,TP_HIT,3,0.58,2.5,LONDON_OPEN,BEARISH,BUY_SIDE,3.9,2.25,0.63,0.761,2.0,0.86,1,TRENDING_ORDERFLOW,3,0.878
218746,XAUUSD,2021-01-27 15:37:00+00:00,2021-01-27 15:38:00+00:00,SHORT,1852.46,1851.31,1854.21,1849.92,12.0,1.43,2.86,0.8,1374.0,1,WATERMARK_LOCK,1,0.0,1.79,NY_AM,BEARISH,BUY_SIDE,1.0,2.97,2.63,0.685,2.0,0.94,1,TRENDING_ORDERFLOW,3,0.927
219769,XAUUSD,2021-01-28 08:40:00+00:00,2021-01-28 08:43:00+00:00,SHORT,1847.16,1846.96,1849.57,1843.33,9.2,2.08,4.16,0.1,184.0,1,SL_HIT,3,1.77,2.23,LONDON_OPEN,BEARISH,BUY_SIDE,3.0,3.15,1.72,0.516,2.0,0.67,1,NORMAL_EXPANSION,2,0.835
220195,XAUUSD,2021-01-28 15:46:00+00:00,2021-01-28 15:47:00+00:00,SHORT,1866.68,1868.12,1868.12,1864.77,9.2,1.12,2.23,-1.29,-1324.87,0,SL_HIT,1,1.89,0.14,NY_AM,BEARISH,BUY_SIDE,0.1,1.55,2.05,0.543,2.0,0.77,1,NORMAL_EXPANSION,2,0.834
222666,XAUUSD,2021-01-30 08:57:00+00:00,2021-01-30 08:58:00+00:00,SHORT,1871.4,1870.5,1872.34,1870.5,12.0,0.61,1.22,1.47,1080.0,1,TP_HIT,1,0.49,1.4,LONDON_OPEN,BEARISH,BUY_SIDE,0.9,1.82,1.38,0.786,2.0,0.95,1,TRENDING_ORDERFLOW,3,0.912
223073,XAUUSD,2021-01-30 15:44:00+00:00,2021-01-30 15:45:00+00:00,SHORT,1869.52,1870.93,1870.93,1867.65,9.2,1.09,2.19,-1.3,-1306.3,0,SL_HIT,1,1.53,0.55,NY_AM,BEARISH,BUY_SIDE,18.3,2.45,2.56,0.696,2.0,0.9,1,NORMAL_EXPANSION,2,0.801
224101,XAUUSD,2021-01-31 08:52:00+00:00,2021-01-31 08:53:00+00:00,SHORT,1868.26,1865.14,1870.32,1865.14,9.2,1.73,3.45,1.81,2875.66,1,TP_HIT,1,0.0,3.85,LONDON_OPEN,BEARISH,BUY_SIDE,0.1,3.13,0.64,0.55,2.0,0.64,1,NORMAL_EXPANSION,2,0.838
228311,XAUUSD,2021-02-03 07:02:00+00:00,2021-02-03 07:04:00+00:00,SHORT,1851.66,1851.46,1852.88,1850.22,12.0,0.89,1.77,0.23,240.0,1,SL_HIT,2,0.12,0.63,LONDON_OPEN,BEARISH,BUY_SIDE,1.9,3.3,0.16,0.705,2.0,0.58,1,TRENDING_ORDERFLOW,3,0.882
229798,XAUUSD,2021-02-04 07:49:00+00:00,2021-02-04 07:57:00+00:00,SHORT,1836.24,1833.5,1838.1,1833.5,12.0,1.53,3.07,1.79,3292.2,1,TP_HIT,8,0.0,3.43,LONDON_OPEN,BEARISH,BUY_SIDE,5.0,3.88,0.32,0.694,2.0,0.7,1,TRENDING_ORDERFLOW,3,0.876
235995,XAUUSD,2021-02-08 15:06:00+00:00,2021-02-08 15:07:00+00:00,LONG,1847.26,1852.1,1837.0,1866.82,12.0,9.94,19.88,0.49,5802.0,1,WATERMARK_LOCK,1,0.0,15.46,NY_AM,BULLISH,SELL_SIDE,0.3,4.24,0.52,0.264,2.0,3.14,1,TRENDING_ORDERFLOW,3,0.926
239885,XAUUSD,2021-02-11 09:15:00+00:00,2021-02-11 09:19:00+00:00,LONG,1856.96,1857.35,1855.27,1859.37,9.2,1.37,2.73,0.28,354.2,1,WATERMARK_LOCK,4,0.92,1.21,LONDON_OPEN,BULLISH,SELL_SIDE,0.4,2.15,1.17,0.477,2.0,0.65,1,NORMAL_EXPANSION,2,0.807
245911,XAUUSD,2021-02-15 13:41:00+00:00,2021-02-15 13:45:00+00:00,LONG,1836.04,1836.24,1834.97,1837.21,9.2,0.75,1.49,0.27,184.0,1,SL_HIT,4,0.1,0.75,NY_AM,BULLISH,SELL_SIDE,1.1,2.34,0.68,0.437,2.0,0.38,1,TRENDING_ORDERFLOW,2,0.811
254555,XAUUSD,2021-02-21 13:45:00+00:00,2021-02-21 13:46:00+00:00,LONG,1830.66,1833.14,1828.92,1833.14,8.0,1.41,2.81,1.77,1991.77,1,TP_HIT,1,0.0,2.63,NY_AM,BULLISH,SELL_SIDE,7.5,2.64,0.27,0.264,2.0,1.12,1,TRENDING_ORDERFLOW,3,0.84
261768,XAUUSD,2021-02-26 13:58:00+00:00,2021-02-26 14:00:00+00:00,SHORT,1771.6,1770.35,1774.82,1766.13,9.2,2.9,5.79,0.43,1145.4,1,WATERMARK_LOCK,2,0.0,3.24,NY_AM,BEARISH,BUY_SIDE,4.4,2.38,2.03,0.548,2.0,1.37,1,NORMAL_EXPANSION,2,0.825
263173,XAUUSD,2021-02-27 13:23:00+00:00,2021-02-27 13:24:00+00:00,SHORT,1748.92,1747.24,1750.24,1747.24,12.0,1.0,2.0,1.68,2015.23,1,TP_HIT,1,0.0,2.92,NY_AM,BEARISH,BUY_SIDE,2.7,2.81,1.08,0.786,2.0,0.75,1,TRENDING_ORDERFLOW,3,0.916
264270,XAUUSD,2021-02-28 07:40:00+00:00,2021-02-28 07:41:00+00:00,SHORT,1744.34,1743.07,1745.47,1743.07,12.0,0.8,1.6,1.59,1530.86,1,TP_HIT,1,0.0,1.88,LONDON_OPEN,BEARISH,BUY_SIDE,5.9,1.92,0.58,0.782,2.0,1.14,1,TRENDING_ORDERFLOW,3,0.863
264399,XAUUSD,2021-02-28 09:49:00+00:00,2021-02-28 09:50:00+00:00,LONG,1740.5,1740.71,1737.28,1745.96,9.2,2.89,5.79,0.07,197.8,1,WATERMARK_LOCK,1,0.0,2.53,LONDON_OPEN,BULLISH,SELL_SIDE,5.6,3.49,1.1,0.417,2.0,1.1,1,TRENDING_ORDERFLOW,2,0.835
267649,XAUUSD,2021-03-02 15:59:00+00:00,2021-03-02 16:01:00+00:00,LONG,1726.4,1726.6,1724.19,1729.87,8.0,1.89,3.79,0.11,160.0,1,SL_HIT,2,0.43,0.93,NY_AM,BULLISH,SELL_SIDE,1.4,2.37,0.3,0.386,2.0,1.16,1,TRENDING_ORDERFLOW,3,0.822
271798,XAUUSD,2021-03-05 13:08:00+00:00,2021-03-05 13:09:00+00:00,SHORT,1709.82,1707.12,1711.65,1707.12,12.0,1.51,3.02,1.79,3239.49,1,TP_HIT,1,0.0,4.06,NY_AM,BEARISH,BUY_SIDE,9.5,2.74,0.97,0.81,2.0,1.35,1,TRENDING_ORDERFLOW,3,0.882
273323,XAUUSD,2021-03-06 16:03:00+00:00,2021-03-06 16:04:00+00:00,LONG,1708.82,1709.58,1707.95,1709.58,12.0,0.54,1.09,1.4,916.2,1,TP_HIT,1,0.0,6.08,NY_AM,BULLISH,SELL_SIDE,1.4,4.82,1.57,0.067,2.0,1.09,1,TRENDING_ORDERFLOW,3,0.973
274249,XAUUSD,2021-03-07 07:29:00+00:00,2021-03-07 07:30:00+00:00,LONG,1712.78,1714.07,1711.64,1714.07,12.0,0.81,1.62,1.6,1554.51,1,TP_HIT,1,0.0,2.65,LONDON_OPEN,BULLISH,SELL_SIDE,3.9,3.61,2.02,0.318,2.0,0.4,1,TRENDING_ORDERFLOW,3,0.913
274602,XAUUSD,2021-03-07 13:22:00+00:00,2021-03-07 13:23:00+00:00,SHORT,1716.66,1716.82,1717.87,1715.2,12.0,0.89,1.78,-0.19,-198.0,0,WATERMARK_LOCK,1,0.16,0.7,NY_AM,BEARISH,BUY_SIDE,3.1,2.73,1.22,0.641,2.0,0.39,1,TRENDING_ORDERFLOW,3,0.863
276121,XAUUSD,2021-03-08 14:41:00+00:00,2021-03-08 14:42:00+00:00,LONG,1710.0,1712.79,1708.11,1712.79,12.0,1.56,3.12,1.79,3350.83,1,TP_HIT,1,0.0,3.74,NY_AM,BULLISH,SELL_SIDE,3.5,3.01,0.62,0.305,2.0,1.06,1,TRENDING_ORDERFLOW,3,0.873
276158,XAUUSD,2021-03-08 15:18:00+00:00,2021-03-08 15:19:00+00:00,LONG,1708.62,1708.88,1707.99,1708.88,16.66,0.3,0.59,0.9,442.8,1,TP_HIT,1,0.0,1.98,NY_AM,BULLISH,SELL_SIDE,0.2,1.5,0.53,0.007,2.0,1.57,1,TRENDING_ORDERFLOW,3,0.945
287332,XAUUSD,2021-03-16 09:32:00+00:00,2021-03-16 09:33:00+00:00,LONG,1743.34,1745.44,1741.81,1745.44,11.18,1.21,2.42,1.73,2345.0,1,TP_HIT,1,0.0,2.77,LONDON_OPEN,BULLISH,SELL_SIDE,3.3,2.46,1.16,0.399,2.0,0.67,1,TRENDING_ORDERFLOW,3,0.833
287687,XAUUSD,2021-03-16 15:27:00+00:00,2021-03-16 15:28:00+00:00,SHORT,1745.1,1741.03,1748.64,1739.01,13.27,3.21,6.42,1.27,5407.53,1,WATERMARK_LOCK,1,0.0,5.92,NY_AM,BEARISH,BUY_SIDE,1.7,3.44,0.68,0.51,2.0,0.93,1,NORMAL_EXPANSION,2,0.814
288745,XAUUSD,2021-03-17 09:05:00+00:00,2021-03-17 09:06:00+00:00,SHORT,1745.68,1743.76,1748.3,1741.42,18.58,2.29,4.59,0.84,3576.65,1,WATERMARK_LOCK,1,0.0,3.57,LONDON_OPEN,BEARISH,BUY_SIDE,2.0,5.14,0.33,0.641,2.0,0.75,1,TRENDING_ORDERFLOW,3,0.901
294775,XAUUSD,2021-03-21 13:35:00+00:00,2021-03-21 13:36:00+00:00,SHORT,1757.78,1755.6,1759.35,1755.6,19.41,1.25,2.5,1.74,4229.99,1,TP_HIT,1,0.0,6.0,NY_AM,BEARISH,BUY_SIDE,1.8,1.96,0.87,0.69,2.0,1.21,1,TRENDING_ORDERFLOW,3,0.863
295846,XAUUSD,2021-03-22 07:26:00+00:00,2021-03-22 07:27:00+00:00,LONG,1741.58,1739.78,1739.78,1744.19,20.4,1.47,2.94,-1.22,-3664.13,0,SL_HIT,1,2.46,4.01,LONDON_OPEN,BULLISH,SELL_SIDE,0.9,4.22,1.54,0.235,2.0,0.87,1,TRENDING_ORDERFLOW,3,0.946
